country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Austria,AT,2020-W09,<15yr,0,1278692,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W10,<15yr,0,1278692,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W11,<15yr,10,1278692,0.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W12,<15yr,58,1278692,5.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W13,<15yr,156,1278692,16.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W14,<15yr,104,1278692,20.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W15,<15yr,54,1278692,12.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W16,<15yr,14,1278692,5.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W17,<15yr,21,1278692,2.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W18,<15yr,20,1278692,3.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W19,<15yr,6,1278692,2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W20,<15yr,26,1278692,2.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W21,<15yr,25,1278692,4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W22,<15yr,28,1278692,4.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W23,<15yr,33,1278692,4.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W24,<15yr,22,1278692,4.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W25,<15yr,32,1278692,4.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W26,<15yr,42,1278692,5.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W27,<15yr,109,1278692,11.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W28,<15yr,59,1278692,13.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W29,<15yr,95,1278692,12,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W30,<15yr,82,1278692,13.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W31,<15yr,74,1278692,12.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W32,<15yr,53,1278692,9.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W33,<15yr,77,1278692,10.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W34,<15yr,130,1278692,16.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W35,<15yr,172,1278692,23.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W36,<15yr,229,1278692,31.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W37,<15yr,388,1278692,48.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W38,<15yr,512,1278692,70.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W39,<15yr,470,1278692,76.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W40,<15yr,616,1278692,84.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W41,<15yr,840,1278692,113.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W42,<15yr,970,1278692,141.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W43,<15yr,1363,1278692,182.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W44,<15yr,1879,1278692,253.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W45,<15yr,2037,1278692,306.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W46,<15yr,2919,1278692,387.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W47,<15yr,2641,1278692,434.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W48,<15yr,1874,1278692,353.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W49,<15yr,1216,1278692,241.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W50,<15yr,1003,1278692,173.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W51,<15yr,928,1278692,151,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W09,15-24yr,4,969767,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W10,15-24yr,14,969767,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W11,15-24yr,103,969767,12.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W12,15-24yr,286,969767,40.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W13,15-24yr,437,969767,74.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W14,15-24yr,307,969767,76.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W15,15-24yr,178,969767,50,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W16,15-24yr,54,969767,23.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W17,15-24yr,38,969767,9.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W18,15-24yr,25,969767,6.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W19,15-24yr,36,969767,6.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W20,15-24yr,40,969767,7.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W21,15-24yr,33,969767,7.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W22,15-24yr,23,969767,5.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W23,15-24yr,31,969767,5.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W24,15-24yr,26,969767,5.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W25,15-24yr,50,969767,7.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W26,15-24yr,55,969767,10.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W27,15-24yr,96,969767,15.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W28,15-24yr,112,969767,21.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W29,15-24yr,128,969767,24.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W30,15-24yr,204,969767,34.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W31,15-24yr,203,969767,42,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W32,15-24yr,199,969767,41.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W33,15-24yr,578,969767,80.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W34,15-24yr,662,969767,127.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W35,15-24yr,518,969767,121.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W36,15-24yr,552,969767,110.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W37,15-24yr,962,969767,156.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W38,15-24yr,1304,969767,233.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W39,15-24yr,921,969767,229.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W40,15-24yr,1078,969767,206.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W41,15-24yr,1319,969767,247.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W42,15-24yr,1642,969767,305.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W43,15-24yr,2953,969767,473.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W44,15-24yr,4930,969767,812.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W45,15-24yr,6646,969767,1193.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W46,15-24yr,6324,969767,1337.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W47,15-24yr,4781,969767,1145.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W48,15-24yr,3800,969767,884.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W49,15-24yr,2607,969767,660.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W50,15-24yr,2139,969767,489.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W51,15-24yr,1683,969767,394.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W09,25-49yr,5,3016048,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W10,25-49yr,53,3016048,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W11,25-49yr,411,3016048,15.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W12,25-49yr,1203,3016048,53.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W13,25-49yr,1900,3016048,102.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W14,25-49yr,1093,3016048,99.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W15,25-49yr,592,3016048,55.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W16,25-49yr,217,3016048,26.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W17,25-49yr,159,3016048,12.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W18,25-49yr,128,3016048,9.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W19,25-49yr,109,3016048,7.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W20,25-49yr,173,3016048,9.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W21,25-49yr,128,3016048,10,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W22,25-49yr,88,3016048,7.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W23,25-49yr,92,3016048,6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W24,25-49yr,64,3016048,5.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W25,25-49yr,87,3016048,5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W26,25-49yr,174,3016048,8.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W27,25-49yr,293,3016048,15.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W28,25-49yr,282,3016048,19.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W29,25-49yr,333,3016048,20.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W30,25-49yr,338,3016048,22.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W31,25-49yr,320,3016048,21.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W32,25-49yr,300,3016048,20.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W33,25-49yr,569,3016048,28.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W34,25-49yr,830,3016048,46.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W35,25-49yr,846,3016048,55.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W36,25-49yr,982,3016048,60.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W37,25-49yr,1713,3016048,89.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W38,25-49yr,2195,3016048,129.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W39,25-49yr,1969,3016048,138.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W40,25-49yr,2324,3016048,142.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W41,25-49yr,2869,3016048,172.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W42,25-49yr,3774,3016048,220.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W43,25-49yr,7183,3016048,363.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W44,25-49yr,12677,3016048,658.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W45,25-49yr,18150,3016048,1022.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W46,25-49yr,18996,3016048,1231.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W47,25-49yr,16287,3016048,1169.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W48,25-49yr,12417,3016048,951.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W49,25-49yr,8962,3016048,708.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W50,25-49yr,6954,3016048,527.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W51,25-49yr,5444,3016048,411.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W09,50-64yr,2,1925709,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W10,50-64yr,22,1925709,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W11,50-64yr,235,1925709,13.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W12,50-64yr,933,1925709,60.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W13,50-64yr,1533,1925709,128.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W14,50-64yr,847,1925709,123.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W15,50-64yr,523,1925709,71.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W16,50-64yr,136,1925709,34.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W17,50-64yr,95,1925709,12,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W18,50-64yr,56,1925709,7.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W19,50-64yr,65,1925709,6.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W20,50-64yr,70,1925709,7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W21,50-64yr,48,1925709,6.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W22,50-64yr,42,1925709,4.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W23,50-64yr,46,1925709,4.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W24,50-64yr,31,1925709,4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W25,50-64yr,50,1925709,4.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W26,50-64yr,45,1925709,4.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W27,50-64yr,107,1925709,7.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W28,50-64yr,89,1925709,10.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W29,50-64yr,160,1925709,12.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W30,50-64yr,154,1925709,16.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W31,50-64yr,132,1925709,14.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W32,50-64yr,127,1925709,13.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W33,50-64yr,152,1925709,14.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W34,50-64yr,211,1925709,18.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W35,50-64yr,283,1925709,25.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W36,50-64yr,384,1925709,34.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W37,50-64yr,646,1925709,53.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W38,50-64yr,828,1925709,76.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W39,50-64yr,815,1925709,85.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W40,50-64yr,1059,1925709,97.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W41,50-64yr,1482,1925709,132,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W42,50-64yr,2113,1925709,186.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W43,50-64yr,4001,1925709,317.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W44,50-64yr,7420,1925709,593.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W45,50-64yr,10996,1925709,956.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W46,50-64yr,11844,1925709,1186.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W47,50-64yr,9909,1925709,1129.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W48,50-64yr,7388,1925709,898.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W49,50-64yr,5453,1925709,666.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W50,50-64yr,4547,1925709,519.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W51,50-64yr,3288,1925709,406.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W09,65-79yr,1,1226042,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W10,65-79yr,16,1226042,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W11,65-79yr,95,1226042,9.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W12,65-79yr,402,1226042,40.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W13,65-79yr,731,1226042,92.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W14,65-79yr,429,1226042,94.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W15,65-79yr,233,1226042,54,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W16,65-79yr,110,1226042,28,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W17,65-79yr,62,1226042,14,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W18,65-79yr,38,1226042,8.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W19,65-79yr,12,1226042,4.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W20,65-79yr,17,1226042,2.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W21,65-79yr,19,1226042,2.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W22,65-79yr,9,1226042,2.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W23,65-79yr,16,1226042,2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W24,65-79yr,15,1226042,2.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W25,65-79yr,16,1226042,2.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W26,65-79yr,13,1226042,2.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W27,65-79yr,24,1226042,3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W28,65-79yr,38,1226042,5.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W29,65-79yr,46,1226042,6.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W30,65-79yr,69,1226042,9.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W31,65-79yr,48,1226042,9.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W32,65-79yr,28,1226042,6.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W33,65-79yr,62,1226042,7.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W34,65-79yr,59,1226042,9.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W35,65-79yr,81,1226042,11.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W36,65-79yr,103,1226042,15,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W37,65-79yr,192,1226042,24.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W38,65-79yr,255,1226042,36.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W39,65-79yr,336,1226042,48.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W40,65-79yr,348,1226042,55.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W41,65-79yr,580,1226042,75.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W42,65-79yr,872,1226042,118.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W43,65-79yr,1651,1226042,205.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W44,65-79yr,3032,1226042,382,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W45,65-79yr,4592,1226042,621.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W46,65-79yr,4941,1226042,777.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W47,65-79yr,4112,1226042,738.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W48,65-79yr,3036,1226042,583,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W49,65-79yr,2345,1226042,438.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W50,65-79yr,2089,1226042,361.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W51,65-79yr,1679,1226042,307.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W09,80+yr,0,442517,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W10,80+yr,2,442517,,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W11,80+yr,20,442517,5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W12,80+yr,186,442517,46.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W13,80+yr,373,442517,126.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W14,80+yr,334,442517,159.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W15,80+yr,258,442517,133.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W16,80+yr,154,442517,93.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W17,80+yr,74,442517,51.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W18,80+yr,44,442517,26.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W19,80+yr,36,442517,18.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W20,80+yr,8,442517,9.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W21,80+yr,12,442517,4.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W22,80+yr,5,442517,3.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W23,80+yr,9,442517,3.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W24,80+yr,14,442517,5.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W25,80+yr,13,442517,6.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W26,80+yr,6,442517,4.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W27,80+yr,12,442517,4.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W28,80+yr,17,442517,6.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W29,80+yr,23,442517,9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W30,80+yr,29,442517,11.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W31,80+yr,17,442517,10.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W32,80+yr,17,442517,7.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W33,80+yr,22,442517,8.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W34,80+yr,11,442517,7.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W35,80+yr,31,442517,9.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W36,80+yr,20,442517,11.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W37,80+yr,101,442517,27.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W38,80+yr,118,442517,49.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W39,80+yr,148,442517,60.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W40,80+yr,173,442517,72.5,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W41,80+yr,397,442517,128.8,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W42,80+yr,462,442517,194.1,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W43,80+yr,1076,442517,347.6,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W44,80+yr,1693,442517,625.7,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W45,80+yr,2309,442517,904.4,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W46,80+yr,2865,442517,1169.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W47,80+yr,3082,442517,1343.9,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W48,80+yr,2707,442517,1308.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W49,80+yr,2463,442517,1168.3,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W50,80+yr,1972,442517,1002.2,"TESSy COVID-19, national weekly data"
Austria,AT,2020-W51,80+yr,1659,442517,820.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W05,<15yr,0,1939566,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W06,<15yr,0,1939566,,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W09,<15yr,0,1939566,0,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W10,<15yr,25,1939566,1.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W11,<15yr,31,1939566,2.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W12,<15yr,35,1939566,3.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W13,<15yr,62,1939566,5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W15,<15yr,52,1939566,2.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W16,<15yr,35,1939566,4.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W17,<15yr,40,1939566,3.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W18,<15yr,28,1939566,3.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W19,<15yr,14,1939566,2.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W20,<15yr,65,1939566,4.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W21,<15yr,72,1939566,7.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W22,<15yr,44,1939566,6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W23,<15yr,48,1939566,4.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W24,<15yr,52,1939566,5.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W25,<15yr,71,1939566,6.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W26,<15yr,75,1939566,7.5,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W27,<15yr,69,1939566,7.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W28,<15yr,62,1939566,6.8,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W29,<15yr,132,1939566,10,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W30,<15yr,262,1939566,20.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W31,<15yr,382,1939566,33.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W32,<15yr,465,1939566,43.7,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W33,<15yr,430,1939566,46.1,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W34,<15yr,377,1939566,41.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W35,<15yr,377,1939566,38.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W36,<15yr,418,1939566,41,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W37,<15yr,773,1939566,61.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W38,<15yr,1194,1939566,101.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W39,<15yr,1063,1939566,116.4,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W40,<15yr,1328,1939566,123.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W41,<15yr,2826,1939566,214.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W42,<15yr,5653,1939566,437.2,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W43,<15yr,6507,1939566,626.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W44,<15yr,3997,1939566,541.6,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W45,<15yr,1569,1939566,287,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W46,<15yr,1144,1939566,139.9,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W47,<15yr,1073,1939566,114.3,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W48,<15yr,1079,1939566,111,"TESSy COVID-19, national weekly data"
Belgium,BE,2020-W49,<15yr,108,1939566,61.2,"TESSy COVID-19, national weekly data"
