country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Norway,NO,2020-W40,50-64yr,153,995487,24.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W41,50-64yr,167,995487,32.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W42,50-64yr,154,995487,32.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W43,50-64yr,287,995487,44.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W44,50-64yr,486,995487,77.7,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W45,50-64yr,681,995487,117.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W46,50-64yr,646,995487,133.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W47,50-64yr,569,995487,122.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W48,50-64yr,501,995487,107.5,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W49,50-64yr,488,995487,99.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W50,50-64yr,425,995487,91.7,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W51,50-64yr,499,995487,92.8,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W08,65-79yr,0,692842,,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W09,65-79yr,3,692842,,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W10,65-79yr,16,692842,2.7,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W11,65-79yr,76,692842,13.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W12,65-79yr,199,692842,39.7,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W13,65-79yr,295,692842,71.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W14,65-79yr,154,692842,64.8,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W15,65-79yr,90,692842,35.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W16,65-79yr,40,692842,18.8,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W17,65-79yr,23,692842,9.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W18,65-79yr,15,692842,5.5,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W19,65-79yr,10,692842,3.6,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W20,65-79yr,10,692842,2.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W21,65-79yr,12,692842,3.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W22,65-79yr,9,692842,3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W23,65-79yr,4,692842,1.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W24,65-79yr,6,692842,1.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W25,65-79yr,5,692842,1.6,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W26,65-79yr,5,692842,1.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W27,65-79yr,4,692842,1.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W28,65-79yr,6,692842,1.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W29,65-79yr,4,692842,1.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W30,65-79yr,3,692842,1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W31,65-79yr,5,692842,1.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W32,65-79yr,16,692842,3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W33,65-79yr,14,692842,4.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W34,65-79yr,13,692842,3.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W35,65-79yr,16,692842,4.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W36,65-79yr,23,692842,5.6,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W37,65-79yr,22,692842,6.5,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W38,65-79yr,34,692842,8.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W39,65-79yr,63,692842,14,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W40,65-79yr,45,692842,15.6,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W41,65-79yr,46,692842,13.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W42,65-79yr,38,692842,12.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W43,65-79yr,80,692842,17,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W44,65-79yr,156,692842,34.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W45,65-79yr,232,692842,56,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W46,65-79yr,229,692842,66.5,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W47,65-79yr,210,692842,63.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W48,65-79yr,172,692842,55.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W49,65-79yr,171,692842,49.5,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W50,65-79yr,162,692842,48.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W51,65-79yr,203,692842,52.7,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W08,80+yr,0,225999,,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W09,80+yr,0,225999,,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W10,80+yr,2,225999,0.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W11,80+yr,25,225999,11.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W12,80+yr,91,225999,51.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W13,80+yr,127,225999,96.5,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W14,80+yr,97,225999,99.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W15,80+yr,61,225999,69.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W16,80+yr,38,225999,43.8,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W17,80+yr,21,225999,26.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W18,80+yr,11,225999,14.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W19,80+yr,4,225999,6.6,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W20,80+yr,3,225999,3.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W21,80+yr,4,225999,3.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W22,80+yr,1,225999,2.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W23,80+yr,1,225999,0.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W24,80+yr,0,225999,0.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W25,80+yr,6,225999,2.7,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W26,80+yr,3,225999,4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W27,80+yr,1,225999,1.8,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W28,80+yr,0,225999,0.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W29,80+yr,1,225999,0.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W30,80+yr,1,225999,0.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W31,80+yr,2,225999,1.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W32,80+yr,4,225999,2.7,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W33,80+yr,1,225999,2.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W34,80+yr,1,225999,0.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W35,80+yr,5,225999,2.7,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W36,80+yr,7,225999,5.3,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W37,80+yr,16,225999,10.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W38,80+yr,8,225999,10.6,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W39,80+yr,19,225999,11.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W40,80+yr,15,225999,15,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W41,80+yr,18,225999,14.6,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W42,80+yr,8,225999,11.5,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W43,80+yr,19,225999,11.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W44,80+yr,35,225999,23.9,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W45,80+yr,59,225999,41.6,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W46,80+yr,104,225999,72.1,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W47,80+yr,90,225999,85.8,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W48,80+yr,79,225999,74.8,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W49,80+yr,57,225999,60.2,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W50,80+yr,57,225999,50.4,"TESSy COVID-19, national weekly data"
Norway,NO,2020-W51,80+yr,83,225999,61.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W10,<15yr,0,5833791,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W11,<15yr,0,5833791,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W12,<15yr,0,5833791,0,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W13,<15yr,10,5833791,0.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W14,<15yr,28,5833791,0.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W15,<15yr,26,5833791,0.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W16,<15yr,42,5833791,1.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W17,<15yr,74,5833791,2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W18,<15yr,36,5833791,1.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W19,<15yr,74,5833791,1.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W20,<15yr,65,5833791,2.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W21,<15yr,55,5833791,2.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W22,<15yr,52,5833791,1.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W23,<15yr,33,5833791,1.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W24,<15yr,24,5833791,1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W25,<15yr,74,5833791,1.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W26,<15yr,56,5833791,2.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W27,<15yr,47,5833791,1.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W28,<15yr,45,5833791,1.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W29,<15yr,72,5833791,2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W30,<15yr,70,5833791,2.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W31,<15yr,63,5833791,2.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W32,<15yr,183,5833791,4.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W33,<15yr,237,5833791,7.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W34,<15yr,181,5833791,7.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W35,<15yr,136,5833791,5.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W36,<15yr,148,5833791,4.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W37,<15yr,105,5833791,4.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W38,<15yr,116,5833791,3.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W39,<15yr,125,5833791,4.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W40,<15yr,118,5833791,4.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W41,<15yr,76,5833791,3.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W42,<15yr,73,5833791,2.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W43,<15yr,66,5833791,2.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W44,<15yr,115,5833791,3.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W45,<15yr,83,5833791,3.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W46,<15yr,83,5833791,2.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W47,<15yr,194,5833791,4.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W48,<15yr,361,5833791,9.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W49,<15yr,1031,5833791,23.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W50,<15yr,802,5833791,31.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W51,<15yr,1758,5833791,43.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W10,15-24yr,0,3912402,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W11,15-24yr,4,3912402,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W12,15-24yr,13,3912402,0.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W13,15-24yr,21,3912402,0.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W14,15-24yr,33,3912402,1.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W15,15-24yr,46,3912402,2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W16,15-24yr,82,3912402,3.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W17,15-24yr,99,3912402,4.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W18,15-24yr,57,3912402,4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W19,15-24yr,76,3912402,3.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W20,15-24yr,80,3912402,4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W21,15-24yr,64,3912402,3.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W22,15-24yr,52,3912402,3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W23,15-24yr,54,3912402,2.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W24,15-24yr,41,3912402,2.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W25,15-24yr,94,3912402,3.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W26,15-24yr,88,3912402,4.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W27,15-24yr,36,3912402,3.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W28,15-24yr,52,3912402,2.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W29,15-24yr,58,3912402,2.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W30,15-24yr,55,3912402,2.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W31,15-24yr,53,3912402,2.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W32,15-24yr,211,3912402,6.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W33,15-24yr,326,3912402,13.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W34,15-24yr,217,3912402,13.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W35,15-24yr,214,3912402,11,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W36,15-24yr,200,3912402,10.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W37,15-24yr,240,3912402,11.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W38,15-24yr,198,3912402,11.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W39,15-24yr,147,3912402,8.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W40,15-24yr,180,3912402,8.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W41,15-24yr,119,3912402,7.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W42,15-24yr,181,3912402,7.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W43,15-24yr,166,3912402,8.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W44,15-24yr,186,3912402,9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W45,15-24yr,202,3912402,9.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W46,15-24yr,214,3912402,10.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W47,15-24yr,371,3912402,15,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W48,15-24yr,1011,3912402,35.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W49,15-24yr,2249,3912402,83.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W50,15-24yr,2032,3912402,109.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W51,15-24yr,4149,3912402,158,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W10,25-49yr,3,14046688,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W11,25-49yr,21,14046688,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W12,25-49yr,55,14046688,0.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W13,25-49yr,111,14046688,1.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W14,25-49yr,213,14046688,2.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W15,25-49yr,213,14046688,3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W16,25-49yr,381,14046688,4.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W17,25-49yr,520,14046688,6.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W18,25-49yr,287,14046688,5.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W19,25-49yr,523,14046688,5.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W20,25-49yr,449,14046688,6.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W21,25-49yr,406,14046688,6.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W22,25-49yr,399,14046688,5.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W23,25-49yr,328,14046688,5.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W24,25-49yr,271,14046688,4.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W25,25-49yr,584,14046688,6.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W26,25-49yr,444,14046688,7.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W27,25-49yr,284,14046688,5.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W28,25-49yr,361,14046688,4.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W29,25-49yr,480,14046688,6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W30,25-49yr,385,14046688,6.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W31,25-49yr,341,14046688,5.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W32,25-49yr,956,14046688,9.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W33,25-49yr,1606,14046688,18.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W34,25-49yr,1297,14046688,20.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W35,25-49yr,1027,14046688,16.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W36,25-49yr,1016,14046688,14.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W37,25-49yr,929,14046688,13.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W38,25-49yr,866,14046688,12.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W39,25-49yr,911,14046688,12.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W40,25-49yr,933,14046688,13.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W41,25-49yr,866,14046688,12.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W42,25-49yr,1066,14046688,13.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W43,25-49yr,1171,14046688,15.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W44,25-49yr,1428,14046688,18.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W45,25-49yr,1744,14046688,22.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W46,25-49yr,1788,14046688,25.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W47,25-49yr,3218,14046688,35.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W48,25-49yr,6278,14046688,67.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W49,25-49yr,16910,14046688,165.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W50,25-49yr,14160,14046688,221.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W51,25-49yr,31913,14046688,328,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W10,50-64yr,2,7473887,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W11,50-64yr,16,7473887,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W12,50-64yr,27,7473887,0.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W13,50-64yr,89,7473887,1.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W14,50-64yr,100,7473887,2.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W15,50-64yr,173,7473887,3.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W16,50-64yr,245,7473887,5.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W17,50-64yr,385,7473887,8.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W18,50-64yr,195,7473887,7.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W19,50-64yr,430,7473887,8.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W20,50-64yr,331,7473887,10.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W21,50-64yr,249,7473887,7.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W22,50-64yr,233,7473887,6.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W23,50-64yr,191,7473887,5.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W24,50-64yr,116,7473887,4.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W25,50-64yr,288,7473887,5.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W26,50-64yr,207,7473887,6.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W27,50-64yr,144,7473887,4.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W28,50-64yr,170,7473887,4.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W29,50-64yr,189,7473887,4.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W30,50-64yr,193,7473887,5.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W31,50-64yr,177,7473887,5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W32,50-64yr,492,7473887,9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W33,50-64yr,855,7473887,18,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W34,50-64yr,526,7473887,18.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W35,50-64yr,417,7473887,12.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W36,50-64yr,472,7473887,11.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W37,50-64yr,414,7473887,11.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W38,50-64yr,432,7473887,11.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W39,50-64yr,558,7473887,13.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W40,50-64yr,521,7473887,14.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W41,50-64yr,497,7473887,13.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W42,50-64yr,600,7473887,14.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W43,50-64yr,680,7473887,17.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W44,50-64yr,828,7473887,20.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W45,50-64yr,998,7473887,24.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W46,50-64yr,1181,7473887,29.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W47,50-64yr,1928,7473887,41.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W48,50-64yr,3386,7473887,71.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W49,50-64yr,8746,7473887,162.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W50,50-64yr,7027,7473887,211,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W51,50-64yr,16804,7473887,318.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W10,65-79yr,3,5045668,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W11,65-79yr,5,5045668,,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W12,65-79yr,11,5045668,0.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W13,65-79yr,37,5045668,1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W14,65-79yr,51,5045668,1.7,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W15,65-79yr,77,5045668,2.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W16,65-79yr,113,5045668,3.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W17,65-79yr,179,5045668,5.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W18,65-79yr,101,5045668,5.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W19,65-79yr,209,5045668,6.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W20,65-79yr,151,5045668,7.1,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W21,65-79yr,147,5045668,5.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W22,65-79yr,116,5045668,5.2,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W23,65-79yr,59,5045668,3.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W24,65-79yr,64,5045668,2.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W25,65-79yr,140,5045668,4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W26,65-79yr,102,5045668,4.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W27,65-79yr,68,5045668,3.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W28,65-79yr,71,5045668,2.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W29,65-79yr,96,5045668,3.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W30,65-79yr,122,5045668,4.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W31,65-79yr,77,5045668,3.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W32,65-79yr,271,5045668,6.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W33,65-79yr,411,5045668,13.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W34,65-79yr,219,5045668,12.5,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W35,65-79yr,177,5045668,7.8,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W36,65-79yr,220,5045668,7.9,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W37,65-79yr,216,5045668,8.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W38,65-79yr,207,5045668,8.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W39,65-79yr,260,5045668,9.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W40,65-79yr,267,5045668,10.4,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W41,65-79yr,251,5045668,10.3,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W42,65-79yr,336,5045668,11.6,"TESSy COVID-19, national weekly data"
Poland,PL,2020-W43,65-79yr,344,5045668,13.5,"TESSy COVID-19, national weekly data"
